Epoch:1/50, Step:0/4453, Loss:0.2161
Epoch:1/50, Step:10/4453, Loss:0.2159
Epoch:1/50, Step:20/4453, Loss:0.2139
Epoch:1/50, Step:30/4453, Loss:0.2110
Epoch:1/50, Step:40/4453, Loss:0.2056
Epoch:1/50, Step:50/4453, Loss:0.1812
Epoch:1/50, Step:60/4453, Loss:0.1590
Epoch:1/50, Step:70/4453, Loss:0.1420
Epoch:1/50, Step:80/4453, Loss:0.1285
Epoch:1/50, Step:90/4453, Loss:0.1195
Epoch:1/50, Step:100/4453, Loss:0.1115
Epoch:1/50, Step:110/4453, Loss:0.1054
Epoch:1/50, Step:120/4453, Loss:0.1002
Epoch:1/50, Step:130/4453, Loss:0.0961
Epoch:1/50, Step:140/4453, Loss:0.0920
Epoch:1/50, Step:150/4453, Loss:0.0893
Epoch:1/50, Step:160/4453, Loss:0.0871
Epoch:1/50, Step:170/4453, Loss:0.0845
Epoch:1/50, Step:180/4453, Loss:0.0818
Epoch:1/50, Step:190/4453, Loss:0.0802
Epoch:1/50, Step:200/4453, Loss:0.0787
Epoch:1/50, Step:210/4453, Loss:0.0768
Epoch:1/50, Step:220/4453, Loss:0.0750
Epoch:1/50, Step:230/4453, Loss:0.0735
Epoch:1/50, Step:240/4453, Loss:0.0722
Epoch:1/50, Step:250/4453, Loss:0.0713
Epoch:1/50, Step:260/4453, Loss:0.0702
Epoch:1/50, Step:270/4453, Loss:0.0693
Epoch:1/50, Step:280/4453, Loss:0.0684
Epoch:1/50, Step:290/4453, Loss:0.0676
Epoch:1/50, Step:300/4453, Loss:0.0667
Epoch:1/50, Step:310/4453, Loss:0.0659
Epoch:1/50, Step:320/4453, Loss:0.0651
Epoch:1/50, Step:330/4453, Loss:0.0646
Epoch:1/50, Step:340/4453, Loss:0.0644
Epoch:1/50, Step:350/4453, Loss:0.0640
Epoch:1/50, Step:360/4453, Loss:0.0632
Epoch:1/50, Step:370/4453, Loss:0.0628
Epoch:1/50, Step:380/4453, Loss:0.0624
Epoch:1/50, Step:390/4453, Loss:0.0622
Epoch:1/50, Step:400/4453, Loss:0.0617
Epoch:1/50, Step:410/4453, Loss:0.0614
Epoch:1/50, Step:420/4453, Loss:0.0610
Epoch:1/50, Step:430/4453, Loss:0.0605
Epoch:1/50, Step:440/4453, Loss:0.0600
Epoch:1/50, Step:450/4453, Loss:0.0597
Epoch:1/50, Step:460/4453, Loss:0.0591
Epoch:1/50, Step:470/4453, Loss:0.0589
Epoch:1/50, Step:480/4453, Loss:0.0584
Epoch:1/50, Step:490/4453, Loss:0.0581
Epoch:1/50, Step:500/4453, Loss:0.0578
Epoch:1/50, Step:510/4453, Loss:0.0576
Epoch:1/50, Step:520/4453, Loss:0.0570
Epoch:1/50, Step:530/4453, Loss:0.0569
Epoch:1/50, Step:540/4453, Loss:0.0565
Epoch:1/50, Step:550/4453, Loss:0.0563
Epoch:1/50, Step:560/4453, Loss:0.0559
Epoch:1/50, Step:570/4453, Loss:0.0558
Epoch:1/50, Step:580/4453, Loss:0.0557
Epoch:1/50, Step:590/4453, Loss:0.0556
Epoch:1/50, Step:600/4453, Loss:0.0553
Epoch:1/50, Step:610/4453, Loss:0.0550
Epoch:1/50, Step:620/4453, Loss:0.0550
Epoch:1/50, Step:630/4453, Loss:0.0548
Epoch:1/50, Step:640/4453, Loss:0.0545
Epoch:1/50, Step:650/4453, Loss:0.0543
Epoch:1/50, Step:660/4453, Loss:0.0541
Epoch:1/50, Step:670/4453, Loss:0.0539
Epoch:1/50, Step:680/4453, Loss:0.0538
Epoch:1/50, Step:690/4453, Loss:0.0537
Epoch:1/50, Step:700/4453, Loss:0.0535
Epoch:1/50, Step:710/4453, Loss:0.0535
Epoch:1/50, Step:720/4453, Loss:0.0533
Epoch:1/50, Step:730/4453, Loss:0.0530
Epoch:1/50, Step:740/4453, Loss:0.0530
Epoch:1/50, Step:750/4453, Loss:0.0528
Epoch:1/50, Step:760/4453, Loss:0.0526
Epoch:1/50, Step:770/4453, Loss:0.0524
Epoch:1/50, Step:780/4453, Loss:0.0522
Epoch:1/50, Step:790/4453, Loss:0.0520
Epoch:1/50, Step:800/4453, Loss:0.0520
Epoch:1/50, Step:810/4453, Loss:0.0519
Epoch:1/50, Step:820/4453, Loss:0.0518
Epoch:1/50, Step:830/4453, Loss:0.0516
Epoch:1/50, Step:840/4453, Loss:0.0515
Epoch:1/50, Step:850/4453, Loss:0.0513
Epoch:1/50, Step:860/4453, Loss:0.0514
Epoch:1/50, Step:870/4453, Loss:0.0514
Epoch:1/50, Step:880/4453, Loss:0.0512
Epoch:1/50, Step:890/4453, Loss:0.0510
Epoch:1/50, Step:900/4453, Loss:0.0508
Epoch:1/50, Step:910/4453, Loss:0.0507
Epoch:1/50, Step:920/4453, Loss:0.0507
Epoch:1/50, Step:930/4453, Loss:0.0507
Epoch:1/50, Step:940/4453, Loss:0.0507
Epoch:1/50, Step:950/4453, Loss:0.0506
Epoch:1/50, Step:960/4453, Loss:0.0505
Epoch:1/50, Step:970/4453, Loss:0.0504
Epoch:1/50, Step:980/4453, Loss:0.0503
Epoch:1/50, Step:990/4453, Loss:0.0502
Epoch:1/50, Step:1000/4453, Loss:0.0501
Epoch:1/50, Step:1010/4453, Loss:0.0499
Epoch:1/50, Step:1020/4453, Loss:0.0498
Epoch:1/50, Step:1030/4453, Loss:0.0499
Epoch:1/50, Step:1040/4453, Loss:0.0497
Epoch:1/50, Step:1050/4453, Loss:0.0497
Epoch:1/50, Step:1060/4453, Loss:0.0496
Epoch:1/50, Step:1070/4453, Loss:0.0495
